time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),dia_de_la_semana,semana_del_mes,semana_del_anio,anio,mes,dia,trimestre,es_fin_de_semana,es_festivo_mexico,dia_partido,es_dia_laborable,estacion,count,weathercode_1,weathercode_2,weathercode_3,weathercode_51,weathercode_53,weathercode_55,weathercode_61,weathercode_63,weathercode_65,weathercode_71
2022-10-04,23.1,19.1,20.9,23.7,20.6,22.3,2.6,2.6,0.0,11,8.0,16.9,354,6.48,1.56,1,41,41,2022,10,4,4,0,0,0,1,3,82,0,0,0,1,0,0,0,0,0,0
2017-03-15,24.8,13.7,18.9,26.2,13.3,19.3,0.0,0.0,0.0,0,11.5,31.0,116,23.35,4.29,2,12,12,2017,3,15,1,0,0,1,1,1,73,0,0,0,0,0,0,0,0,0,0
2018-10-21,19.1,16.1,17.6,21.2,16.6,18.6,8.7,8.7,0.0,12,10.5,24.1,13,3.24,0.82,6,43,43,2018,10,21,4,1,0,1,0,3,62,0,0,0,0,0,0,1,0,0,0
2019-03-15,16.7,10.2,14.2,14.5,7.8,11.1,1.2,1.2,0.0,3,16.8,40.0,84,12.99,3.05,4,11,11,2019,3,15,1,0,0,0,1,1,109,0,0,0,0,1,0,0,0,0,0
2020-08-28,34.5,24.1,29.2,37.7,26.8,31.7,0.0,0.0,0.0,0,11.8,31.7,106,25.36,6.14,4,35,35,2020,8,28,3,0,0,0,1,2,76,1,0,0,0,0,0,0,0,0,0
2018-09-20,28.3,21.4,24.6,33.2,25.1,28.5,0.4,0.4,0.0,1,9.8,25.6,105,17.9,3.63,3,38,38,2018,9,20,3,0,0,0,1,3,92,0,0,0,1,0,0,0,0,0,0
2022-11-23,19.5,10.4,14.5,19.4,9.3,14.3,0.4,0.4,0.0,4,11.7,27.0,357,13.43,2.06,2,48,48,2022,11,23,4,0,0,0,1,3,97,0,0,0,1,0,0,0,0,0,0
2022-01-09,25.6,17.2,20.3,26.1,15.4,19.8,0.1,0.1,0.0,1,12.5,28.8,80,15.73,3.22,6,3,3,2022,1,9,1,1,0,1,0,4,34,0,0,0,1,0,0,0,0,0,0
2020-10-06,28.8,16.2,23.1,29.2,15.6,23.1,0.0,0.0,0.0,0,9.8,27.4,124,23.55,5.01,1,41,41,2020,10,6,4,0,0,0,1,3,56,0,0,0,0,0,0,0,0,0,0
2020-07-24,33.7,23.5,28.6,38.0,26.7,32.2,0.4,0.4,0.0,1,7.4,23.0,104,24.73,5.45,4,30,30,2020,7,24,3,0,0,0,1,2,65,0,0,0,1,0,0,0,0,0,0
2022-10-16,29.7,19.9,24.4,33.3,21.6,27.0,0.0,0.0,0.0,0,11.1,28.8,337,19.6,4.09,6,43,43,2022,10,16,4,1,0,1,0,3,43,0,1,0,0,0,0,0,0,0,0
2020-04-01,27.2,16.3,21.8,28.6,16.7,22.6,1.2,1.2,0.0,3,16.5,41.0,111,19.61,4.09,2,14,14,2020,4,1,2,0,0,0,1,1,38,0,0,0,0,1,0,0,0,0,0
2022-03-09,17.8,8.6,12.9,16.7,6.9,11.2,0.0,0.0,0.0,0,10.6,26.6,4,22.28,3.48,2,11,11,2022,3,9,1,0,0,0,1,1,69,0,0,0,0,0,0,0,0,0,0
2022-09-18,29.8,20.8,25.0,32.0,23.6,27.6,0.3,0.3,0.0,2,17.6,44.6,342,20.03,4.44,6,39,39,2022,9,18,3,1,0,1,0,3,48,0,0,0,1,0,0,0,0,0,0
2017-11-09,15.5,11.7,13.1,14.6,10.9,12.3,1.4,1.4,0.0,8,8.7,20.5,42,8.17,1.34,3,46,46,2017,11,9,4,0,0,0,1,3,100,0,0,0,1,0,0,0,0,0,0
2022-04-27,25.4,17.8,21.0,27.4,19.5,22.5,2.7,2.7,0.0,12,15.7,39.2,342,22.18,4.1,2,18,18,2022,4,27,2,0,0,0,1,1,78,0,0,0,0,1,0,0,0,0,0
2022-02-25,14.6,8.3,10.8,13.4,5.9,8.7,0.9,0.9,0.0,9,12.6,31.3,25,15.57,2.27,4,9,9,2022,2,25,1,0,0,0,1,4,60,0,0,0,1,0,0,0,0,0,0
2019-10-22,26.6,19.0,22.6,26.8,19.4,22.6,0.0,0.0,0.0,0,14.6,36.4,106,19.22,4.34,1,43,43,2019,10,22,4,0,0,0,1,3,107,0,1,0,0,0,0,0,0,0,0
2018-05-27,34.5,21.6,28.2,35.4,22.0,28.8,0.0,0.0,0.0,0,14.2,32.0,138,29.7,7.21,6,22,22,2018,5,27,2,1,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0
2017-09-30,25.9,20.7,22.9,28.5,24.2,26.0,2.1,2.1,0.0,7,11.0,27.4,85,15.64,3.04,5,40,40,2017,9,30,3,1,0,0,0,3,72,0,0,0,0,1,0,0,0,0,0
2021-09-23,25.5,17.3,21.9,26.4,18.5,22.6,0.0,0.0,0.0,0,13.0,31.0,110,21.52,4.31,3,39,39,2021,9,23,3,0,0,1,1,3,78,1,0,0,0,0,0,0,0,0,0
2018-03-26,30.7,19.4,24.8,33.8,21.0,26.9,0.0,0.0,0.0,0,12.0,31.0,104,22.81,4.96,0,13,13,2018,3,26,1,0,0,0,1,1,66,0,1,0,0,0,0,0,0,0,0
2020-05-24,31.0,21.6,25.3,36.1,24.4,28.4,8.6,8.6,0.0,5,14.8,28.8,133,21.0,4.55,6,22,22,2020,5,24,2,1,0,0,0,1,41,0,0,0,0,0,0,0,1,0,0
2018-02-11,27.0,9.7,16.7,26.5,8.0,15.6,0.2,0.2,0.0,2,18.6,45.4,337,17.81,3.59,6,7,7,2018,2,11,1,1,0,1,0,4,38,0,0,0,1,0,0,0,0,0,0
2019-05-11,23.7,17.0,20.1,25.8,18.5,21.8,0.7,0.7,0.0,4,11.4,27.0,66,19.44,3.45,5,19,19,2019,5,11,2,1,0,0,0,1,60,0,0,0,1,0,0,0,0,0,0
2022-10-19,18.4,12.9,15.2,16.3,12.6,13.9,0.0,0.0,0.0,0,10.7,27.4,341,13.71,2.62,2,43,43,2022,10,19,4,0,0,0,1,3,95,0,0,1,0,0,0,0,0,0,0
2018-08-29,31.9,23.0,27.4,35.2,25.4,29.6,0.6,0.6,0.0,2,12.5,36.0,114,22.53,5.33,2,35,35,2018,8,29,3,0,0,1,1,2,107,0,0,0,0,1,0,0,0,0,0
2017-09-16,32.8,21.7,26.9,34.7,24.0,28.5,0.0,0.0,0.0,0,16.9,44.6,105,24.75,6.02,5,38,38,2017,9,16,3,1,1,0,0,3,64,1,0,0,0,0,0,0,0,0,0
2022-08-23,32.4,24.5,28.5,35.3,28.5,31.9,1.0,1.0,0.0,5,8.9,28.4,51,17.6,4.23,1,35,35,2022,8,23,3,0,0,0,1,2,89,0,0,0,0,1,0,0,0,0,0
2018-01-16,13.3,-0.4,5.9,11.8,-4.4,2.8,3.3,2.8,0.49,11,19.7,45.7,7,3.22,0.58,1,3,3,2018,1,16,1,0,0,0,1,4,92,0,0,0,0,0,0,0,0,0,1
2020-07-05,35.2,23.2,29.4,36.3,24.3,30.5,0.0,0.0,0.0,0,11.8,31.3,128,28.83,7.01,6,28,28,2020,7,5,3,1,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0
2019-06-30,30.0,21.3,25.7,34.2,23.1,27.6,0.0,0.0,0.0,0,13.7,34.9,108,26.93,5.93,6,27,27,2019,6,30,2,1,0,0,0,2,47,1,0,0,0,0,0,0,0,0,0
2020-12-19,26.0,12.5,19.0,22.8,10.7,17.1,0.0,0.0,0.0,0,16.9,39.6,339,15.85,3.64,5,51,51,2020,12,19,4,1,0,0,0,4,74,0,0,0,0,0,0,0,0,0,0
2022-11-03,26.7,17.6,21.4,29.7,18.5,23.3,0.4,0.4,0.0,4,12.7,29.2,340,17.76,3.39,3,45,45,2022,11,3,4,0,0,0,1,3,91,0,0,0,1,0,0,0,0,0,0
2022-07-09,36.3,24.8,30.4,38.1,27.1,32.0,0.0,0.0,0.0,0,14.1,36.0,347,28.83,7.32,5,28,28,2022,7,9,3,1,0,0,0,2,71,0,0,0,0,0,0,0,0,0,0
2021-01-17,21.9,9.7,15.5,19.8,6.5,13.0,0.0,0.0,0.0,0,10.3,22.0,38,17.71,3.56,6,4,4,2021,1,17,1,1,0,1,0,4,25,1,0,0,0,0,0,0,0,0,0
2021-08-22,32.7,20.2,26.6,32.6,22.6,27.7,0.0,0.0,0.0,0,23.0,54.7,115,27.19,6.74,6,35,35,2021,8,22,3,1,0,1,0,2,51,1,0,0,0,0,0,0,0,0,0
2021-05-24,30.1,20.6,24.9,32.9,23.5,27.4,0.0,0.0,0.0,0,14.1,38.5,113,21.33,4.76,0,22,22,2021,5,24,2,0,0,0,1,1,68,0,0,1,0,0,0,0,0,0,0
2018-03-17,32.8,15.9,24.8,31.3,15.7,24.1,0.0,0.0,0.0,0,12.3,32.4,222,23.97,5.72,5,11,11,2018,3,17,1,1,0,0,0,1,146,0,0,0,0,0,0,0,0,0,0
2022-10-07,21.6,18.7,19.8,23.1,20.4,21.6,8.1,8.1,0.0,11,7.7,22.0,26,7.99,1.66,4,41,41,2022,10,7,4,0,0,0,1,3,92,0,0,0,0,0,0,1,0,0,0
2021-03-21,25.2,12.1,18.1,24.7,10.7,17.1,0.0,0.0,0.0,0,15.9,39.2,106,24.41,4.78,6,13,13,2021,3,21,1,1,0,0,0,1,40,0,1,0,0,0,0,0,0,0,0
2019-12-21,15.4,11.3,13.3,14.0,10.4,12.0,1.0,1.0,0.0,8,7.4,19.1,309,5.08,1.09,5,51,51,2019,12,21,4,1,0,0,0,4,103,0,0,0,1,0,0,0,0,0,0
2018-06-22,28.2,21.1,24.3,32.5,24.9,28.1,0.7,0.7,0.0,6,12.9,31.3,95,18.59,3.72,4,25,25,2018,6,22,2,0,0,0,1,2,122,0,0,0,1,0,0,0,0,0,0
2018-03-30,26.1,16.3,21.6,24.7,15.1,20.3,0.0,0.0,0.0,0,20.5,49.3,120,25.5,5.65,4,13,13,2018,3,30,1,0,0,0,1,1,45,1,0,0,0,0,0,0,0,0,0
2019-01-08,24.2,16.7,19.8,25.1,16.9,20.9,0.4,0.4,0.0,2,10.4,23.0,56,12.48,2.37,1,2,2,2019,1,8,1,0,0,0,1,4,71,0,0,0,1,0,0,0,0,0,0
2021-01-13,18.8,4.7,11.4,17.5,1.7,9.2,0.0,0.0,0.0,0,9.2,19.1,191,17.23,2.84,2,3,3,2021,1,13,1,0,0,0,1,4,68,1,0,0,0,0,0,0,0,0,0
2019-07-22,32.9,23.7,27.3,36.1,26.4,29.9,0.8,0.8,0.0,2,19.5,45.4,93,23.38,5.49,0,30,30,2019,7,22,3,0,0,0,1,2,82,0,0,0,1,0,0,0,0,0,0
2021-07-09,27.7,22.6,24.8,32.9,25.7,28.6,0.5,0.5,0.0,2,10.2,25.9,110,20.46,4.0,4,28,28,2021,7,9,3,0,0,0,1,2,77,0,0,0,1,0,0,0,0,0,0
2017-04-02,34.0,18.7,25.1,32.6,19.5,24.6,0.2,0.2,0.0,2,19.9,44.6,24,26.85,6.46,6,15,15,2017,4,2,2,1,0,1,0,1,43,0,0,0,1,0,0,0,0,0,0
2018-06-23,32.2,22.4,27.2,38.5,25.5,31.3,0.0,0.0,0.0,0,12.6,30.6,117,27.88,6.02,5,25,25,2018,6,23,2,1,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0
2018-10-13,29.5,21.1,25.7,34.9,23.9,29.6,0.4,0.4,0.0,2,7.8,19.1,114,18.25,3.79,5,41,41,2018,10,13,4,1,0,0,0,3,87,0,0,0,1,0,0,0,0,0,0
2022-10-29,23.3,15.0,18.9,23.1,13.2,17.7,0.0,0.0,0.0,0,8.4,20.9,17,19.93,3.86,5,44,44,2022,10,29,4,1,0,0,0,3,101,0,0,0,0,0,0,0,0,0,0
2017-03-25,30.8,17.0,24.7,30.8,16.5,24.6,0.0,0.0,0.0,0,12.6,31.0,121,25.57,5.88,5,13,13,2017,3,25,1,1,0,0,0,1,79,0,0,0,0,0,0,0,0,0,0
2018-06-15,31.6,21.3,26.2,33.5,23.8,28.3,0.1,0.1,0.0,1,18.6,46.4,115,23.77,5.6,4,24,24,2018,6,15,2,0,0,0,1,2,125,0,0,0,1,0,0,0,0,0,0
2021-08-12,34.5,22.7,28.0,35.3,24.5,29.4,0.0,0.0,0.0,0,18.7,44.6,112,26.9,6.93,3,33,33,2021,8,12,3,0,0,1,1,2,58,0,0,0,0,0,0,0,0,0,0
2020-05-13,29.3,19.7,24.4,33.7,21.5,27.4,0.0,0.0,0.0,0,13.2,33.5,110,25.27,5.11,2,20,20,2020,5,13,2,0,0,0,1,1,33,0,1,0,0,0,0,0,0,0,0
2021-11-06,20.8,11.5,15.6,20.8,10.6,15.2,0.0,0.0,0.0,0,10.9,26.6,93,18.69,3.07,5,45,45,2021,11,6,4,1,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0
2022-11-13,15.7,7.5,11.5,12.2,4.9,8.7,0.0,0.0,0.0,0,15.8,35.6,354,17.87,2.93,6,47,47,2022,11,13,4,1,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0
2018-07-08,26.5,21.2,23.6,29.9,24.3,27.1,3.1,3.1,0.0,8,8.8,24.5,74,16.59,3.29,6,28,28,2018,7,8,3,1,0,0,0,2,38,0,0,0,0,0,1,0,0,0,0
2022-04-23,31.8,19.1,25.2,34.3,20.5,26.9,0.0,0.0,0.0,0,13.4,34.6,339,25.38,5.77,5,17,17,2022,4,23,2,1,0,0,0,1,54,1,0,0,0,0,0,0,0,0,0
2021-12-25,31.3,14.6,22.6,32.0,13.0,22.9,0.0,0.0,0.0,0,8.4,15.5,211,15.95,3.36,5,52,52,2021,12,25,4,1,1,0,0,4,33,1,0,0,0,0,0,0,0,0,0
2022-07-28,32.6,22.9,27.7,34.7,25.6,29.5,0.2,0.2,0.0,1,18.3,43.2,333,22.5,5.74,3,31,31,2022,7,28,3,0,0,0,1,2,84,0,0,0,1,0,0,0,0,0,0
2017-09-26,28.2,22.2,25.0,31.3,26.5,28.5,4.0,4.0,0.0,12,11.9,31.0,102,13.78,3.02,1,40,40,2017,9,26,3,0,0,0,1,3,77,0,0,0,0,1,0,0,0,0,0
2017-11-11,21.7,13.8,17.4,22.7,14.3,18.3,1.2,1.2,0.0,7,9.9,24.5,78,14.55,2.44,5,46,46,2017,11,11,4,1,0,0,0,3,72,0,0,0,1,0,0,0,0,0,0
2021-11-09,24.9,16.2,20.1,26.2,16.9,21.0,0.4,0.4,0.0,3,11.4,27.7,103,15.54,2.98,1,46,46,2021,11,9,4,0,0,0,1,3,76,0,0,0,1,0,0,0,0,0,0
2021-01-10,16.4,6.6,11.1,14.1,3.6,9.1,2.5,2.5,0.0,10,16.3,36.7,359,14.16,2.22,6,3,3,2021,1,10,1,1,0,1,0,4,20,0,0,0,1,0,0,0,0,0,0
2022-02-14,18.0,6.6,11.8,16.1,3.9,9.2,0.0,0.0,0.0,0,13.5,32.4,347,20.86,3.48,0,8,8,2022,2,14,1,0,0,0,1,4,103,1,0,0,0,0,0,0,0,0,0
2018-08-10,34.4,22.9,28.2,36.8,25.8,30.1,0.0,0.0,0.0,0,16.4,42.8,109,26.32,6.53,4,32,32,2018,8,10,3,0,0,0,1,2,107,1,0,0,0,0,0,0,0,0,0
2017-05-26,34.0,22.7,28.8,40.4,25.5,33.0,0.0,0.0,0.0,0,10.8,24.5,108,25.29,5.82,4,22,22,2017,5,26,2,0,0,1,1,1,62,1,0,0,0,0,0,0,0,0,0
2021-09-16,31.1,22.1,26.4,33.9,26.1,29.8,0.0,0.0,0.0,0,12.4,32.8,108,18.74,4.22,3,38,38,2021,9,16,3,0,1,0,0,3,52,0,0,1,0,0,0,0,0,0,0
2018-12-08,15.5,11.9,13.8,15.2,10.8,13.5,2.8,2.8,0.0,10,9.2,24.1,13,4.69,0.84,5,49,49,2018,12,8,4,1,0,0,0,4,88,0,0,0,0,1,0,0,0,0,0
2021-09-24,26.7,17.8,22.1,28.5,18.7,23.4,0.0,0.0,0.0,0,13.2,33.1,104,20.87,4.14,4,39,39,2021,9,24,3,0,0,0,1,3,79,1,0,0,0,0,0,0,0,0,0
2019-09-07,28.2,21.6,24.6,33.0,25.2,28.5,0.0,0.0,0.0,0,10.9,28.1,103,23.26,4.55,5,36,36,2019,9,7,3,1,0,0,0,3,81,1,0,0,0,0,0,0,0,0,0
2020-09-28,28.3,18.8,21.6,28.9,18.6,22.0,4.2,4.2,0.0,10,21.0,48.6,322,14.13,3.06,0,40,40,2020,9,28,3,0,0,0,1,3,65,0,0,0,0,0,0,1,0,0,0
2022-07-16,33.9,23.5,28.7,36.7,25.1,29.6,0.1,0.1,0.0,1,16.1,41.4,335,24.49,6.78,5,29,29,2022,7,16,3,1,0,0,0,2,75,0,0,0,1,0,0,0,0,0,0
2019-05-10,22.6,19.2,21.2,24.7,20.8,23.5,22.4,22.4,0.0,15,13.7,30.2,34,11.67,2.27,4,19,19,2019,5,10,2,0,0,0,1,1,89,0,0,0,0,0,0,0,0,1,0
2019-04-26,29.9,20.8,25.2,30.1,20.5,24.9,0.0,0.0,0.0,0,15.6,40.3,121,27.74,6.41,4,17,17,2019,4,26,2,0,0,0,1,1,89,1,0,0,0,0,0,0,0,0,0
2022-10-09,24.2,18.2,20.7,26.0,19.0,21.9,2.0,2.0,0.0,6,12.1,32.0,346,17.41,3.25,6,42,42,2022,10,9,4,1,0,1,0,3,51,0,0,0,0,1,0,0,0,0,0
2020-09-15,26.2,21.6,23.3,29.3,24.9,26.6,9.2,9.2,0.0,16,7.3,23.0,305,9.51,2.03,1,38,38,2020,9,15,3,0,0,0,1,3,61,0,0,0,0,1,0,0,0,0,0
2020-11-29,20.3,14.5,16.8,20.0,12.7,16.2,1.3,1.3,0.0,4,9.7,20.5,1,9.11,1.84,6,49,49,2020,11,29,4,1,0,0,0,3,59,0,0,0,0,1,0,0,0,0,0
2022-01-06,26.9,9.8,18.8,24.9,6.8,16.9,0.0,0.0,0.0,0,9.8,19.4,199,16.96,3.45,3,2,2,2022,1,6,1,0,0,0,1,4,52,0,0,0,0,0,0,0,0,0,0
2020-03-16,26.6,18.9,22.3,28.2,20.7,23.9,1.9,1.9,0.0,5,12.5,31.0,109,15.44,3.33,0,12,12,2020,3,16,1,0,1,0,0,1,45,0,0,0,0,1,0,0,0,0,0
2017-01-01,25.6,15.8,20.3,26.5,16.0,20.9,0.0,0.0,0.0,0,10.6,31.3,171,14.54,2.81,6,2,2,2017,1,1,1,1,1,0,0,4,46,0,0,1,0,0,0,0,0,0,0
2019-06-18,33.7,23.2,28.5,37.3,26.4,31.6,0.0,0.0,0.0,0,11.8,34.6,109,26.32,6.25,1,25,25,2019,6,18,2,0,0,0,1,2,72,1,0,0,0,0,0,0,0,0,0
2019-08-21,33.9,22.9,28.0,34.5,25.7,29.7,0.0,0.0,0.0,0,17.6,45.0,113,25.23,6.45,2,34,34,2019,8,21,3,0,0,0,1,2,100,0,0,0,0,0,0,0,0,0,0
2017-06-11,34.3,21.5,27.8,36.4,23.6,29.6,0.0,0.0,0.0,0,14.2,36.7,110,29.03,7.03,6,25,25,2017,6,11,2,1,0,0,0,2,58,1,0,0,0,0,0,0,0,0,0
2017-03-03,15.5,10.1,13.0,12.3,8.0,10.1,1.2,1.2,0.0,5,17.5,42.1,99,13.83,2.84,4,10,10,2017,3,3,1,0,0,0,1,1,103,0,0,0,0,1,0,0,0,0,0
2017-03-28,33.8,19.6,25.8,34.5,21.7,27.0,0.0,0.0,0.0,0,15.3,42.1,117,25.45,6.02,1,14,14,2017,3,28,1,0,0,0,1,1,92,0,1,0,0,0,0,0,0,0,0
2021-07-19,32.7,22.7,27.3,37.0,25.6,30.6,0.0,0.0,0.0,0,10.2,28.4,105,26.19,5.86,0,30,30,2021,7,19,3,0,0,0,1,2,77,0,0,0,0,0,0,0,0,0,0
2019-07-21,35.4,22.7,28.7,37.6,24.4,30.0,0.0,0.0,0.0,0,13.7,37.4,103,28.36,7.11,6,30,30,2019,7,21,3,1,0,1,0,2,52,1,0,0,0,0,0,0,0,0,0
2020-06-09,36.2,25.0,30.3,41.3,28.5,34.6,0.2,0.2,0.0,1,11.7,29.9,61,25.74,5.98,1,24,24,2020,6,9,2,0,0,0,1,2,47,0,0,0,1,0,0,0,0,0,0
2017-07-22,35.3,23.8,29.4,38.1,26.2,30.8,0.0,0.0,0.0,0,16.3,42.1,108,26.33,6.68,5,30,30,2017,7,22,3,1,0,0,0,2,49,1,0,0,0,0,0,0,0,0,0
2018-10-28,24.4,16.7,20.2,25.9,16.8,21.2,0.0,0.0,0.0,0,10.3,26.3,120,18.71,3.42,6,44,44,2018,10,28,4,1,0,1,0,3,67,0,0,0,0,0,0,0,0,0,0
2021-03-28,25.2,13.7,17.7,24.8,13.7,16.9,11.7,11.7,0.0,16,18.7,47.2,324,6.22,1.73,6,14,14,2021,3,28,1,1,0,0,0,1,47,0,0,0,0,0,0,1,0,0,0
2017-10-24,21.8,18.4,19.9,23.5,18.5,21.1,8.6,8.6,0.0,10,11.2,32.8,16,10.0,1.89,1,44,44,2017,10,24,4,0,0,0,1,3,84,0,0,0,0,0,0,1,0,0,0
2022-02-09,18.3,6.3,12.6,17.6,3.7,10.6,0.0,0.0,0.0,0,10.8,22.7,350,20.16,3.37,2,7,7,2022,2,9,1,0,0,0,1,4,79,1,0,0,0,0,0,0,0,0,0
2019-04-11,33.2,19.1,25.6,31.2,15.7,22.9,0.0,0.0,0.0,0,19.4,48.6,4,28.22,8.1,3,15,15,2019,4,11,2,0,0,0,1,1,100,1,0,0,0,0,0,0,0,0,0
2020-04-04,24.3,17.9,21.1,26.2,18.9,23.3,5.5,5.5,0.0,13,12.0,29.9,39,12.15,2.32,5,14,14,2020,4,4,2,1,0,0,0,1,53,0,0,0,0,0,1,0,0,0,0
2022-05-22,28.8,21.4,24.5,30.7,23.4,26.9,5.4,5.4,0.0,15,15.0,40.0,356,16.74,3.65,6,22,22,2022,5,22,2,1,0,1,0,1,73,0,0,0,0,0,0,0,1,0,0
2022-03-26,29.6,13.2,22.0,26.9,10.3,19.0,0.0,0.0,0.0,0,17.1,42.5,327,25.29,6.4,5,13,13,2022,3,26,1,1,0,0,0,1,60,1,0,0,0,0,0,0,0,0,0
2021-01-14,26.9,3.9,15.8,22.8,0.9,12.8,0.0,0.0,0.0,0,16.3,40.7,295,18.1,4.06,3,3,3,2021,1,14,1,0,0,0,1,4,77,1,0,0,0,0,0,0,0,0,0
2017-08-06,35.4,24.7,30.1,39.8,27.5,33.0,0.2,0.2,0.0,1,10.0,25.9,107,25.13,6.05,6,33,33,2017,8,6,3,1,0,1,0,2,43,0,0,0,1,0,0,0,0,0,0
2021-11-07,22.4,13.0,17.2,22.0,12.6,17.0,0.0,0.0,0.0,0,13.3,32.0,94,17.7,3.04,6,46,46,2021,11,7,4,1,0,1,0,3,47,0,0,0,0,0,0,0,0,0,0
2018-08-17,35.5,23.4,29.3,37.7,25.5,30.8,0.0,0.0,0.0,0,15.1,39.2,107,27.19,7.02,4,33,33,2018,8,17,3,0,0,0,1,2,106,1,0,0,0,0,0,0,0,0,0
2019-12-22,19.5,5.8,13.4,18.4,3.3,11.5,0.0,0.0,0.0,0,8.0,16.6,230,16.57,2.79,6,52,52,2019,12,22,4,1,0,0,0,4,71,0,0,0,0,0,0,0,0,0,0
2018-04-24,26.8,18.5,22.1,29.3,20.3,24.4,0.2,0.2,0.0,2,13.9,33.1,108,19.17,3.76,1,17,17,2018,4,24,2,0,0,0,1,1,87,0,0,0,1,0,0,0,0,0,0
2017-07-30,37.0,24.9,30.9,38.9,27.4,32.7,0.2,0.2,0.0,1,15.0,36.4,95,27.35,7.15,6,32,32,2017,7,30,3,1,0,1,0,2,42,0,0,0,1,0,0,0,0,0,0
2020-07-03,32.5,22.1,26.8,35.8,24.3,29.3,0.0,0.0,0.0,0,11.8,32.4,112,28.52,6.38,4,27,27,2020,7,3,3,0,0,0,1,2,74,0,0,0,0,0,0,0,0,0,0
2018-03-31,26.7,14.7,20.1,27.8,13.2,19.9,0.0,0.0,0.0,0,12.8,31.0,118,26.15,5.23,5,13,13,2018,3,31,1,1,0,0,0,1,45,1,0,0,0,0,0,0,0,0,0
2021-12-12,16.9,10.0,12.9,13.4,6.8,9.5,0.0,0.0,0.0,0,13.4,32.4,89,15.75,3.16,6,51,51,2021,12,12,4,1,0,0,0,4,69,0,0,0,0,0,0,0,0,0,0
2021-03-13,29.6,18.0,23.1,31.0,19.6,24.3,0.2,0.2,0.0,2,14.5,36.0,110,21.21,4.69,5,11,11,2021,3,13,1,1,0,0,0,1,82,0,0,0,1,0,0,0,0,0,0
2020-12-02,21.6,11.1,15.4,19.9,7.5,13.0,0.0,0.0,0.0,0,11.3,26.6,17,16.61,3.4,2,49,49,2020,12,2,4,0,0,0,1,4,83,0,0,0,0,0,0,0,0,0,0
2021-02-27,27.5,17.6,21.8,29.9,18.1,23.1,0.0,0.0,0.0,0,9.8,27.7,93,19.41,3.89,5,9,9,2021,2,27,1,1,0,0,0,4,73,0,0,1,0,0,0,0,0,0,0
2019-01-13,13.8,10.4,11.9,12.2,8.8,10.2,0.2,0.2,0.0,2,14.4,33.8,89,9.51,1.46,6,3,3,2019,1,13,1,1,0,1,0,4,37,0,0,0,1,0,0,0,0,0,0
2019-01-27,18.7,7.7,13.6,16.7,5.7,11.8,0.0,0.0,0.0,0,14.1,34.9,314,17.97,3.08,6,5,5,2019,1,27,1,1,0,1,0,4,43,0,0,1,0,0,0,0,0,0,0
2019-03-06,12.6,3.3,7.8,9.9,0.0,4.8,0.0,0.0,0.0,0,14.8,37.1,90,21.91,2.93,2,10,10,2019,3,6,1,0,0,0,1,1,62,1,0,0,0,0,0,0,0,0,0
2018-09-16,26.5,21.7,24.1,30.9,25.1,28.1,1.3,1.3,0.0,5,10.2,27.0,103,15.51,3.05,6,38,38,2018,9,16,3,1,1,1,0,3,55,0,0,0,0,1,0,0,0,0,0
2017-05-24,26.0,19.2,21.9,28.6,20.5,23.8,4.9,4.9,0.0,7,13.4,33.5,83,23.74,4.54,2,22,22,2017,5,24,2,0,0,0,1,1,73,0,0,0,0,0,0,1,0,0,0
2017-04-08,28.9,15.4,21.7,29.8,15.5,22.1,0.0,0.0,0.0,0,15.1,37.8,113,26.55,5.53,5,15,15,2017,4,8,2,1,0,0,0,1,70,0,1,0,0,0,0,0,0,0,0
2018-08-04,33.4,22.2,26.9,34.1,24.7,28.3,0.0,0.0,0.0,0,21.1,50.4,111,26.48,6.56,5,31,31,2018,8,4,3,1,0,0,0,2,95,1,0,0,0,0,0,0,0,0,0
2018-02-05,21.4,16.3,18.7,22.0,15.5,18.9,0.7,0.7,0.0,3,13.0,31.3,116,13.28,2.42,0,6,6,2018,2,5,1,0,1,0,0,4,39,0,0,0,1,0,0,0,0,0,0
2021-09-02,34.4,24.1,28.6,36.5,26.5,30.8,0.0,0.0,0.0,0,19.3,47.5,109,23.28,6.14,3,36,36,2021,9,2,3,0,0,0,1,3,80,1,0,0,0,0,0,0,0,0,0
2020-08-15,33.0,22.2,27.6,35.2,24.1,29.5,0.0,0.0,0.0,0,14.6,36.4,107,28.66,6.62,5,33,33,2020,8,15,3,1,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0
2019-05-22,33.2,23.3,28.0,38.2,25.1,31.4,0.0,0.0,0.0,0,14.2,39.6,109,27.0,6.24,2,21,21,2019,5,22,2,0,0,0,1,1,84,1,0,0,0,0,0,0,0,0,0
